lon,lat,limit
36.76128448,126.4538792,60
36.7620205,126.9181604,60
36.78419917,127.0168804,50
36.81321744,127.0049404,60
36.84754201,127.0266159,60
35.180285,128.1478563,50
35.180285,128.1478563,50
35.16992339,128.5630894,50
35.31158492,128.7273337,60
35.2705886,128.6605932,80
35.4391398,127.7610054,60
35.64924402,127.6982768,60
35.23230004,128.586187,50
35.2216973,128.5733268,60
35.22286207,129.0049258,60
35.15452431,129.0524514,50
35.23167102,129.1529268,50
35.95337667,126.7480518,70
35.97164468,126.6493126,50
35.94956442,126.7156222,60
35.98683554,126.6942505,50
36.85755156,127.1858788,60
36.90195924,127.2194101,70
36.87959439,127.1725996,30
36.75429134,127.2755828,70
36.84429588,126.4753006,70
36.83942468,126.4398195,70
36.75642245,126.2771792,70
36.7116389,126.955796,50
36.7799651,127.0880459,80
36.2108345,127.1105143,50
36.2113872,127.1551736,70
36.11668497,127.0984151,30
36.4212581,127.1007106,60
36.4484182,127.1837687,70
36.59147024,127.1656294,80
36.31023188,126.5221755,70
36.36051086,126.5859839,40
36.41374651,126.5822102,70
36.97607407,126.7482672,70
36.79844817,126.7760937,60
36.80202543,126.7559263,60
36.6031173,127.2898405,30
36.6981302,127.1525479,80
36.6792222,127.1845556,80
36.4267987,127.291288,80
36.60550375,126.6898511,70
36.52874263,126.6262776,70
36.60882799,126.6627913,50
36.72448523,126.8495131,50
36.62296603,126.8769534,80
36.1949939,126.7435656,70
36.217805,126.765777,70
36.08296449,126.8053441,60
36.06838201,126.7864627,60
36.08137524,126.6997601,50
36.0926976,127.4908281,60
36.09376535,127.5042194,60
36.00906378,127.5110604,60
36.38660529,126.8060573,30
36.43906951,126.8430833,60
36.49335045,127.0958111,110
36.94202493,126.4299436,50
36.94202493,126.4299436,50
36.21128306,127.0964782,30
36.45525211,126.5925988,70
36.53831488,127.2292582,80
36.53870767,127.2300543,80
36.60259828,126.5477022,60
37.55517834,127.12438,80
37.45521294,126.8999472,50
37.60768331,127.0518687,50
37.59859897,127.0220098,50
37.57286602,126.9083005,50
37.52657094,126.9531866,80
37.54678707,127.1104786,80
37.49541812,127.0927517,60
37.45752329,127.0125555,50
37.46660321,126.9880709,50
37.52870254,127.1360663,50
37.50050642,127.0511905,50
37.52339385,127.0385173,50
37.51948008,126.9047117,50
37.5209719,126.8714434,50
37.48820185,126.835654,50
37.68039915,127.0450044,50
37.67097817,127.0568426,50
37.55160814,127.0731832,50
37.54248198,127.0195991,60
37.5621415,126.999034,50
37.56987678,126.9796743,50
37.58620415,127.0027406,50
37.63013936,126.9199312,60
37.5858165,127.0519344,50
37.45996441,126.9305881,40
35.5384958,126.5855856,60
35.83915829,127.0510833,90
35.83203551,127.0474648,90
35.67292071,129.3358275,60
36.13673564,128.4218891,60
35.80407565,128.7411596,50
36.82244489,128.6363281,60
36.06488308,128.5376419,60
35.9705665,128.5523808,70
35.66232073,128.7481387,60
36.61077425,127.411739,80
36.57014769,127.4523333,70
36.60034999,127.4674775,50
36.90419712,127.9587016,80
36.72267389,127.5537482,80
36.70343199,127.4591211,80
36.71888316,127.4714188,80
37.06872348,127.8945546,80
37.06872348,127.8945546,80
37.1007222,128.1989276,70
37.1295363,128.2416757,80
37.12506428,128.0118305,80
36.99955275,127.639439,80
36.47207287,127.7785451,60
36.44328353,127.8071526,60
37.00034281,127.6448908,100
37.01109542,127.7102346,100
36.67231062,127.4916819,50
36.62167883,127.3807697,70
36.61025104,127.326114,60
36.55731665,127.431907,60
36.48676661,127.4238197,60
36.61091388,127.4633076,80
36.61749548,127.4765463,50
36.70968598,127.4332171,50
36.66250414,127.5122099,70
36.63585993,127.4787673,50
37.0739266,127.945855,80
36.96558681,127.9065319,60
36.98137859,127.9125834,70
37.1297301,128.165641,70
36.16563635,127.7677611,60
36.797709,127.7816443,60
36.78306757,127.5726964,60
36.27043823,127.5243871,80
33.51862452,126.5613927,30
33.50084271,126.5284357,50
33.51379157,126.5839871,30
33.34856122,126.1865355,50
33.28928724,126.7443206,50
35.55756112,129.2795029,60
35.63251979,129.3280557,50
35.52822857,129.3473132,60
35.5382601,129.3873551,50
35.6525264,129.1660874,70
35.4427542,129.3505806,60
35.56212464,129.2763547,60
35.55029545,129.2733579,50
35.52497682,129.3179705,30
35.4856088,129.4139688,50
35.6135333,129.1473491,70
35.5421962,129.1118581,60
35.6123411,129.2798035,50
35.487249,129.3142707,80
35.4738196,129.2940571,60
35.6894438,129.1870957,70
35.55211261,129.2670702,50
35.63963561,129.344658,70
35.4665055,129.3324004,70
35.5213707,129.2431529,70
35.5507771,129.2522977,50
35.53689209,129.3080875,50
35.63609642,129.3339463,30
35.43499435,129.2817522,70
35.5782173,129.2341838,50
35.57070184,129.2663008,50
35.7145854,129.2028149,50
35.5342104,129.2952419,50
35.53653948,129.294073,50
35.48619943,129.3506051,60
35.4819312,129.3478617,60
35.46909858,129.3603253,60
35.85926026,128.5833652,50
35.8782947,128.5773338,50
35.84651304,128.6078489,60
35.8564065,128.5745002,50
35.84098981,128.5058504,50
35.83462661,128.5021734,60
35.89461839,128.4295917,60
35.72108816,128.4537304,50
35.80839494,128.4837246,50
35.82991477,128.6226959,60
35.85425881,128.6560792,60
35.86266082,128.6486308,60
35.80937549,128.5546118,60
35.85917512,128.5140701,40
35.68870062,128.4456222,60
35.86475029,128.5827448,60
35.80451222,128.5207822,50
35.86593557,128.5841848,50
35.86722266,128.7012189,60
35.92611549,128.6425436,60
35.87838933,128.6752174,60
35.87856784,128.5505124,50
35.8636149,128.5372569,60
35.8870047,128.5983229,50
35.90514724,128.6189022,50
35.90037186,128.609384,50
35.85100732,128.6394323,50
35.83988301,128.7093108,60
35.8325249,128.5982222,60
35.83707938,128.5373898,60
35.85152276,128.4999839,60
35.87233982,128.567818,50
35.8697531,128.4680505,50
35.87797003,128.4165684,70
35.7951877,128.4826373,60
35.91950304,128.5513422,50
35.8953228,128.5367175,50
37.7634923,127.9550903,80
37.80612991,127.9915559,80
38.1213348,128.2090317,70
38.0814985,128.0079831,60
37.8929114,127.7566831,60
37.8925558,127.7560716,60
37.8928352,127.7557175,60
37.9458951,127.7071115,60
37.946649,127.707008,60
37.3278963,127.9539388,60
36.8071059,127.1072112,60
36.83872224,127.1589647,60
36.7478417,127.3109041,80
36.77147207,127.3377026,50
35.8153129,127.1835524,60
35.86948585,127.1314497,60
35.8972587,127.1129239,80
35.88950088,127.0770409,60
35.76787417,127.2064428,80
35.91412849,127.1250863,60
36.12287595,126.968675,70
35.8346665,127.0975786,50
35.8180315,126.9533985,70
35.85605807,127.4491682,60
35.62490929,127.3089662,80
35.45348362,127.5624178,60
35.53429499,126.8907133,30
35.5069413,126.6075196,80
35.75070642,127.5953136,100
35.81363558,127.1023537,50
35.82451797,127.1118436,50
35.81770843,127.1475948,50
35.82104267,127.0869731,50
35.847703,127.117633,60
35.17438773,129.0900071,50
35.24785228,129.0846194,50
35.08515158,128.960651,60
35.13404112,128.9457722,70
35.07795144,128.833356,60
35.09126757,129.0433823,50
35.20915714,129.0003896,50
35.2112311,129.0259706,50
35.22665961,129.0858778,50
35.13866014,128.9934192,50
35.19053741,129.2045033,60
35.16672576,129.1227883,50
35.23794591,129.02224,60
35.35765462,129.1368861,70
35.11923876,126.9335587,60
35.20996338,126.9014324,60
35.10341135,126.9390026,60
35.14007246,126.8326866,60
35.16050916,126.8482262,50
35.10995721,126.8292328,80
35.15794319,126.8554025,50
35.1451089,126.9094388,50
35.19068283,126.8302552,50
35.12629668,126.8976241,60
35.10302712,126.8789134,60
35.143865,126.8911322,60
35.10824468,126.9030956,60
35.14259019,126.8927123,50
35.18299219,126.9313965,60
35.16101933,126.9102669,50
35.19634916,126.8766544,50
35.18070477,126.9361431,50
35.1818523,126.9304821,60
35.21756256,126.8494818,60
35.1926628,126.8987405,60
35.17449103,126.7887436,50
35.1519166,126.7792865,60
35.19288355,126.8144487,50
35.18012921,126.8083363,60
35.11298549,126.7799537,60
35.15012587,126.7710143,60
35.15359713,126.7346309,80
35.08673048,126.8760519,80
36.31521452,127.4332986,50
36.3183611,127.4618621,50
36.41095717,127.4241725,50
36.33257735,127.3402181,50
36.3101944,127.4112715,50
36.31976028,127.4492074,50
36.33669617,127.4590019,50
36.33658566,127.3656242,50
36.43577972,127.4251687,50
36.43039409,127.4119741,50
36.36432233,127.3740885,50
36.30496796,127.3178201,50
36.34642554,127.339996,50
36.38960871,127.3740414,50
36.34821655,127.33509,30
37.8621217,127.7459564,50
37.4029137,127.931649,70
38.2601364,128.5556418,80
37.5631486,127.9565811,80
38.1845277,128.293833,80
37.4395906,128.0888394,100
37.6107964,129.0651342,100
37.55329028,127.0121812,50
34.72732989,127.6967809,50
34.80390735,127.6679389,80
34.82998114,127.6862201,60
34.8396361,127.6948889,60
34.75143101,127.7390263,50
34.9343002,127.539371,50
34.94277359,127.4974603,50
34.98614241,127.4880208,50
34.70754454,127.6141019,50
35.03907957,126.7773746,90
34.90238528,126.651991,30
34.9739346,126.719629,90
34.9378935,127.7118295,80
34.78580235,127.3303176,80
34.46062224,127.4624803,60
34.5044313,127.292054,60
34.71274045,126.3771637,70
34.4025116,126.6275347,80
34.68996297,126.9024503,70
34.77593119,127.1548244,80
34.83051666,127.3449063,60
35.2025296,126.3846942,60
35.3718164,126.4927606,60
35.0048643,126.9514436,80
34.88701975,126.992585,80
35.09820414,126.5917094,60
34.82116772,126.6968487,60
34.74449242,126.6148723,80
34.88858097,126.6910812,70
35.30289365,126.7721886,50
35.23963046,126.7227635,60
34.55623966,126.7251438,80
34.70190777,126.7081832,80
34.59133415,126.7317224,80
35.33313558,126.965924,80
35.23372146,127.0191519,50
35.25468919,126.9563167,80
35.25629239,127.1729407,60
35.00519408,127.4678123,100
34.82730875,126.4536675,70
34.42428591,126.2082155,60
34.45721549,126.2287871,60
35.16966877,127.4565914,60
33.26339433,126.4444997,30
35.21062059,126.9452434,70
35.19545818,128.6839163,60
35.26231694,128.6135212,60
35.25767433,128.6191967,50
35.2035893,128.5808284,60
35.19185869,128.5646494,50
35.22581853,128.5771062,50
35.21687931,128.6129122,60
35.19029789,128.0623635,30
35.2774611,128.8640191,70
35.34283651,128.8483534,70
35.29245235,128.7873755,60
35.32055336,129.0220553,50
35.29778187,129.0008105,50
34.86749907,128.6931403,50
34.90964961,128.6807152,60
34.85139673,128.4262242,50
34.93883683,128.0795552,50
35.5792175,128.4690461,70
35.02914855,128.1690996,70
35.01906665,127.9077446,70
34.8654009,128.420602,50
35.1854809,128.7185526,80
35.19989675,128.7134948,80
35.2483326,128.6055427,50
35.13214042,128.1715753,60
35.29932069,128.7584779,60
35.11550111,128.7709012,70
34.92700843,128.4265859,50
35.02672681,128.0652197,60
35.53129015,128.7038797,60
35.65924164,127.9471861,60
35.71259743,127.9174684,60
35.56157914,128.3485146,60
